SYMBOL,2022-09-15,2023-01-03,2023-09-01,2023-09-15
MANKIND,,,1716.55,1765.65
MANOMAY,,,129.3,143.7
MANORAMA,1242.4,1019.35,1947.2,1826.35
MANORG,605.4,514.45,389.75,385.8
MANUGRAPH,15.1,15.9,26.15,
MANYAVAR,1427.4,1333.4,1258.4,1314.0
MAPMYINDIA,1387.65,1055.7,1730.7,1715.7
MARALOVER,68.25,66.4,62.25,74.95
MARATHON,257.5,227.2,369.55,454.75
MARICO,523.7,510.6,569.35,580.15
MARKSANS,53.55,59.0,111.35,103.05
MARUTI,9209.75,8382.75,10331.25,10525.25
MASFIN,745.75,829.75,818.25,880.7
MASPTOP50,26.47,25.88,32.9,33.13
MASTEK,1855.85,1709.15,2365.5,2382.25
MATRIMONY,677.25,590.4,635.75,591.85
MAWANASUG,94.0,99.5,99.55,115.65
MAXHEALTH,439.55,446.55,574.95,572.45
MAXIND,82.9,98.45,152.8,147.95
MAYURUNIQ,540.7,423.1,563.5,513.95
MAZDOCK,418.4,834.15,1887.05,2270.0
MBAPL,,,635.9,608.15
MCDOWELL-N,853.65,865.05,1012.45,1048.95
MCLEODRUSS,23.8,29.4,24.8,
MCX,1292.9,1478.0,1824.0,1779.65
MEDANTA,,458.9,706.75,701.95
MEDICAMEQ,1093.8,845.75,723.3,676.0
MEDICO,,,78.4,69.75
MEDPLUS,703.2,619.05,833.1,808.25
MENONBE,122.35,104.0,153.9,149.6
MEP,15.3,19.1,11.75,12.45
METROBRAND,802.9,873.1,1053.25,1084.45
METROPOLIS,1418.35,1366.85,1362.9,1476.8
MFL,1529.35,1191.15,1003.85,
MFSL,813.0,709.75,937.25,935.25
MGL,895.55,856.6,1030.3,1053.35
MHRIL,293.85,268.15,397.55,415.25
MID150BEES,125.38,122.7,151.19,155.54
MIDCAPETF,,,14.92,15.34
MIDHANI,203.5,222.6,411.25,420.3
MINDACORP,231.65,204.85,345.25,343.6
MIRZAINT,346.3,244.65,44.85,44.35
MITCON,77.15,64.1,79.95,79.4
MKPL,,,815.15,840.5
MMFL,871.05,829.05,935.65,918.05
MMTC,38.1,38.5,43.75,61.6
MOGSEC,49.4,50.14,52.66,52.88
MOHEALTH,23.01,23.09,27.99,28.92
MOHITIND,20.8,16.6,15.2,15.35
MOIL,165.4,170.65,242.6,230.55
MOKSH,14.9,12.5,13.05,15.0
MOL,132.3,111.45,83.7,84.3
MOLDTECH,93.1,155.25,378.25,339.7
MOLDTKPAC,1017.7,989.8,967.7,940.6
MOLOWVOL,24.51,25.21,28.39,28.7
MOM100,34.39,33.8,41.99,43.43
MOM50,179.2,184.22,196.71,204.48
MOMENTUM,20.5,19.59,22.45,23.07
MOMOMENTUM,40.66,39.28,44.86,46.37
MON100,96.9,90.25,124.6,124.66
MONARCH,394.85,346.85,349.65,339.6
MONQ50,55.01,52.35,53.29,53.87
MONTECARLO,863.3,714.35,749.6,774.1
MOQUALITY,126.72,122.06,135.1,
MORARJEE,20.2,22.8,20.9,21.6
MOREPENLAB,34.15,35.25,38.7,37.6
MOTHERSON,128.95,76.05,97.8,98.45
MOTILALOFS,791.8,711.05,908.7,852.75
MOVALUE,52.0,50.68,60.25,63.78
MPHASIS,2096.65,2004.3,2433.2,2493.15
MPSLTD,710.8,867.05,1497.35,1495.5
MRF,92868.45,88876.15,107984.15,109233.85
MRO-TEK,66.35,60.0,61.2,59.9
MRPL,71.35,57.1,96.35,94.1
MSTCLTD,284.6,302.95,400.1,438.05
MSUMI,91.05,57.5,65.95,65.7
MTARTECH,1683.0,1600.5,2723.95,2602.45
MTNL,24.25,26.1,25.2,27.7
MUKANDLTD,114.15,129.2,185.95,171.95
MUKTAARTS,63.85,53.5,59.6,60.95
MUNJALAU,54.3,48.05,58.65,58.55
MUNJALSHOW,106.05,100.15,141.65,151.0
MUTHOOTCAP,244.75,270.45,403.75,429.65
MUTHOOTFIN,1059.55,1087.25,1261.25,1325.55
NACLIND,79.95,104.95,82.25,78.95
NAGAFERT,,,8.75,8.75
NAHARCAP,400.1,326.95,287.55,323.6
NAHARINDUS,129.95,110.9,118.85,146.7
NAHARPOLY,369.8,267.75,251.95,253.45
NAHARSPING,346.35,279.95,271.45,272.9
NAM-INDIA,294.55,253.15,317.25,333.3
NARMADA,,23.95,19.45,19.85
NATCOPHARM,637.75,563.1,902.6,882.25
NATHBIOGEN,180.75,164.65,209.35,223.45
NATIONALUM,79.25,83.1,98.35,97.35
NAUKRI,4197.9,3917.0,4372.35,4484.6
NAVA,216.75,256.2,417.8,415.2
NAVINFLUOR,4807.3,4034.0,4599.15,4543.55
NAVKARCORP,66.5,66.8,58.8,60.25
NAVNETEDUL,144.4,121.15,160.35,155.95
NAZARA,736.9,611.4,759.55,836.8
NBCC,34.7,41.1,52.75,60.35
NBIFIN,1927.0,1696.8,1741.4,1859.8
NCC,73.6,90.65,170.95,145.35
NCLIND,191.6,176.2,238.15,224.0
NDGL,1450.45,1389.3,1671.05,1759.2
NDL,35.25,26.0,23.1,23.3
NDTV,,344.75,215.8,219.65
NECCLTD,26.9,24.8,21.9,22.2
NECLIFE,24.95,23.8,26.45,25.75
NELCAST,87.65,112.75,137.55,129.8
NELCO,952.45,698.55,814.65,809.05
NEOGEN,1559.35,1249.65,1735.55,1739.5
NESCO,631.55,618.35,718.4,719.3
NESTLEIND,19009.0,19727.3,21915.55,22622.3
NETF,187.8,191.34,204.87,212.66
NETWEB,,,845.8,816.55
NETWORK18,71.75,66.85,69.15,66.15
NEULANDLAB,1235.25,1714.2,3792.0,3684.0
NEWGEN,388.95,375.75,824.95,872.25
NEXT50,,,453.92,465.25
NEXTMEDIA,5.7,,4.9,5.8
NFL,51.4,72.75,67.95,75.7
NGLFINE,1575.0,1522.35,2304.4,1981.4
NH,707.8,749.65,1024.25,1111.25
NHPC,38.7,39.8,50.25,54.8
NIACL,93.55,131.7,129.95,143.2
NIF100BEES,190.6,191.29,201.97,209.48
NIFTYBEES,195.69,199.68,214.27,222.57
NIFTYETF,,,204.77,212.85
NIFTYQLITY,14.65,14.24,16.13,16.86
NIITLTD,354.8,316.1,82.55,123.6
NIITMTS,,,386.55,434.25
NILAINFRA,8.1,6.85,5.55,
NILKAMAL,2242.85,1897.8,2421.15,2367.55
NITCO,24.15,29.0,21.0,19.2
NITINSPIN,231.65,210.1,313.3,293.25
NKIND,,39.1,40.45,38.4
NLCINDIA,76.0,86.05,136.85,131.85
NMDC,125.65,125.6,130.5,149.9
NOCIL,278.45,243.45,220.0,245.9
NOIDATOLL,9.25,7.9,7.0,6.9
NOVARTIND,716.9,667.45,714.4,750.05
NPBET,215.28,225.62,233.7,243.93
NRAIL,398.2,291.1,349.25,371.05
NRBBEARING,178.15,158.2,268.25,274.45
NRL,,,97.45,93.9
NSIL,1872.25,2335.75,2543.2,2562.35
NSLNISP,,,57.45,54.15
NTPC,175.1,167.6,230.7,236.2
NUCLEUS,407.15,389.3,1011.75,1019.2
NUVOCO,406.65,370.1,344.8,364.9
NV20BEES,98.74,102.85,114.37,119.8
NYKAA,1335.05,153.5,135.45,153.55
OAL,548.45,409.8,388.15,374.0
OBCL,105.0,77.05,51.25,51.05
OBEROIRLTY,1076.7,877.15,1127.9,1173.9
OCCL,962.55,790.5,867.2,828.95
OFSS,3109.7,2999.55,4136.25,4298.95
OIL,188.25,211.3,273.05,284.4
OLECTRA,614.7,515.2,1240.1,1254.55
OMAXAUTO,71.0,68.15,55.45,60.8
OMAXE,104.95,72.95,45.7,46.05
ONELIFECAP,13.3,14.45,12.2,13.4
ONGC,132.6,149.55,181.75,186.65
ONMOBILE,126.3,102.25,117.7,112.75
ONWARDTEC,233.7,303.4,566.5,575.9
OPTIEMUS,263.75,308.7,360.25,325.75
ORIENTALTL,10.95,8.4,7.3,7.2
ORIENTBELL,662.25,541.3,453.1,463.25
ORIENTCEM,138.7,131.7,199.85,180.9
ORIENTELEC,278.15,262.95,235.7,223.25
ORIENTHOT,74.15,73.7,88.7,88.45
ORIENTLTD,65.45,64.35,92.8,
ORIENTPPR,34.35,42.1,49.35,53.55
ORISSAMINE,,2941.05,4528.95,4721.2
OSWALAGRO,44.5,41.1,31.45,30.35
OSWALGREEN,,,26.8,24.75
OSWALSEEDS,,,59.5,66.15
PAGEIND,49182.1,42166.35,39822.0,40605.15
PAISALO,71.1,78.45,63.6,63.85
PAKKA,,,185.05,216.45
PALREDTEC,163.2,185.9,163.75,151.5
PANACEABIO,139.8,141.35,134.85,145.9
PANAMAPET,311.85,353.4,325.0,324.05
PARADEEP,68.4,59.0,72.15,71.1
PARAGMILK,126.7,103.1,199.2,199.25
PARAS,756.3,593.75,785.6,759.25
PARSVNATH,8.6,9.95,9.0,9.0
PASUPTAC,38.9,33.6,38.7,35.9
PATELENG,25.0,19.7,56.5,55.4
PAVNAIND,,,425.05,444.85
PAYTM,729.75,535.45,857.4,885.15
PCBL,148.45,131.75,171.45,167.6
PCJEWELLER,,82.9,26.55,26.9
PDMJEPAPER,44.9,47.95,48.6,53.0
PDSL,311.25,350.85,322.3,448.65
PEARLPOLY,22.55,24.15,24.35,26.9
PEL,986.1,840.7,1078.25,1070.8
PENIND,47.6,57.85,111.15,109.4
PENINLAND,,13.1,35.05,31.0
PERSISTENT,3246.75,4048.9,5543.3,5965.65
PETRONET,215.5,216.1,219.55,241.0
PFC,118.55,156.0,257.4,279.4
PFIZER,4290.75,4393.45,3815.55,3905.05
PFOCUS,80.0,74.9,88.8,81.05
PFS,15.9,16.9,28.85,28.15
PGEL,980.1,1118.1,1996.95,1822.25
PGHH,14683.05,13933.05,16119.25,17452.15
PGHL,4300.0,4071.7,4838.15,4928.9
PGIL,542.3,408.9,835.95,963.1
PHARMABEES,12.65,12.75,15.25,15.81
PHOENIXLTD,1377.55,1431.2,1849.65,1851.15
PIDILITIND,2901.85,2537.0,2498.25,2481.5
PIIND,3278.9,3413.1,3621.1,3631.65
PILANIINVS,2008.3,1935.3,1995.2,2216.75
PIONEEREMB,49.2,42.7,52.05,49.85
PITTIENG,310.8,315.75,655.85,616.4
PIXTRANS,900.95,859.35,1184.75,1107.7
PLASTIBLEN,234.25,187.75,237.8,233.4
PNB,40.45,57.8,65.4,74.15
PNBGILTS,63.35,64.25,63.7,67.15
PNBHOUSING,413.75,573.1,651.65,719.55
PNC,47.9,41.6,39.75,37.1
PNCINFRA,287.5,307.6,331.05,370.95
POCL,,,484.05,468.45
PODDARMENT,269.95,270.1,359.9,348.15
POKARNA,546.6,380.25,578.05,495.45
POLICYBZR,519.65,453.85,769.9,772.3
POLYCAB,2652.7,2590.9,5208.25,5166.8
POLYMED,910.85,906.6,1394.35,1498.5
POLYPLEX,2071.2,1593.55,1223.35,1170.3
PONNIERODE,256.1,490.6,398.8,431.8
POONAWALLA,314.8,303.85,409.8,388.95
POWERGRID,237.6,215.6,252.2,194.1
POWERINDIA,3507.4,3371.8,4380.9,4303.75
POWERMECH,1584.3,2126.15,4235.35,4297.0
PPAP,225.65,,227.45,267.8
PPL,194.0,166.05,264.8,265.85
PPLPHARMA,,123.9,103.95,101.7
PRAENG,14.85,16.15,15.3,14.0
PRAJIND,416.4,366.55,494.9,587.35
PRAKASH,57.8,58.25,119.8,135.05
PRECAM,128.25,116.2,260.3,274.3
PRECOT,261.25,191.65,185.95,226.1
PRECWIRE,88.6,82.55,101.05,112.65
PRESTIGE,471.4,469.15,668.45,619.9
PRICOLLTD,162.55,192.95,332.65,337.9
PRIMESECU,110.95,103.8,148.05,149.2
PRINCEPIPE,602.05,598.0,727.4,720.9
PRITI,211.75,,172.9,168.15
PRIVISCL,1427.85,1146.25,1175.3,1217.25
PROZONER,,,30.45,28.75
PRSMJOHNSN,130.95,103.45,130.75,133.3
PRUDENT,691.6,1049.4,1121.35,1157.4
PSB,16.25,32.4,34.8,44.65
PSPPROJECT,644.9,716.35,817.8,808.95
PSUBANKICI,,,45.69,50.74
PSUBNKBEES,35.88,48.48,50.48,56.11
PTC,84.3,86.3,138.8,149.3
PTCIL,,,5960.4,5887.35
PTL,36.5,32.35,33.6,36.75
PUNJABCHEM,1326.5,1137.7,1149.4,1137.35
PURVA,110.6,92.5,109.15,110.4
PVRINOX,,,1779.0,1762.25
QGOLDHALF,42.81,47.38,50.31,49.85
QNIFTY,1890.24,1929.46,2071.03,2154.6
QUESS,634.4,409.1,426.45,452.05
QUICKHEAL,205.05,172.75,219.35,225.25
RACE,,,274.7,260.2
RADAAN,1.65,,1.75,1.95
RADHIKAJWE,168.9,152.5,34.4,35.85
RADIANTCMS,,,95.45,94.35
RADICO,1091.55,1043.5,1257.5,1226.9
RAILTEL,108.2,128.15,241.8,222.75
RAIN,184.2,179.8,164.2,175.1
RAINBOW,620.2,779.1,1054.85,1025.95
RAJESHEXPO,560.7,749.05,500.05,528.85
RAJRATAN,1244.05,883.1,744.55,768.1
RAJSREESUG,34.2,59.25,57.65,
RAJTV,45.4,59.2,48.4,48.8
RALLIS,240.55,243.65,235.25,238.9
RAMANEWS,17.2,16.1,13.05,16.2
RAMAPHO,335.65,271.45,250.55,249.4
RAMASTEEL,115.9,182.9,38.8,37.3
RAMCOCEM,790.75,713.25,888.3,894.85
RAMCOIND,216.85,161.25,190.3,182.55
RAMCOSYS,282.2,252.65,285.15,274.2
RAMKY,217.75,311.45,557.4,554.9
RAMRAT,463.15,174.05,307.85,286.6
RANASUG,25.35,26.65,26.75,28.45
RANEHOLDIN,886.3,907.35,1024.15,1203.2
RATEGAIN,286.0,295.0,617.9,577.45
RATNAMANI,1978.65,2020.05,2593.7,2684.65
RAYMOND,1093.5,1495.1,2025.3,2007.25
RBA,126.8,113.25,123.75,128.35
RBL,792.05,733.15,781.3,814.4
RBLBANK,130.65,186.65,238.05,233.15
RCF,102.4,130.55,121.8,130.4
RECLTD,106.4,123.0,238.8,244.9
REDINGTON,157.2,190.2,156.2,158.0
REDTAPE,,,460.9,446.85
REFEX,177.15,274.8,673.8,684.3
RELAXO,1065.35,900.35,924.3,893.4
RELCHEMQ,193.25,193.8,198.2,195.85
RELIANCE,2562.7,2557.05,2412.65,2457.85
RELIGARE,169.75,179.45,230.2,262.05
RENUKA,50.85,58.1,47.1,55.25
REPCOHOME,255.9,230.8,387.05,393.7
REPL,172.25,137.55,185.85,194.7
REPRO,496.0,390.1,831.9,809.65
RESPONIND,141.1,120.25,245.55,336.9
RGL,115.8,100.45,102.65,106.7
RHIM,637.15,864.05,711.8,769.25
RHL,,,117.55,108.8
RICOAUTO,60.25,82.7,84.65,83.65
RIIL,1191.5,940.2,1011.65,971.05
RITES,296.25,337.35,510.1,520.25
RKEC,48.0,44.7,75.4,67.9
RKFORGE,207.4,261.8,713.1,689.4
RML,389.8,416.85,662.5,901.3
ROHLTD,261.4,263.4,311.35,297.8
ROLEXRINGS,2003.95,1767.6,2199.05,2318.25
ROML,,,44.35,44.25
ROSSARI,1029.65,726.05,855.95,828.0
ROSSELLIND,301.4,320.6,491.65,510.45
ROTO,478.95,458.7,350.9,358.45
ROUTE,1443.65,1219.8,1553.65,1591.7
RPGLIFE,752.6,837.15,1188.1,1257.35
RPOWER,,14.8,19.0,19.15
RPPL,200.65,169.1,157.35,164.2
RPSGVENT,570.1,453.25,639.65,630.1
RSWM,368.35,188.5,211.2,196.6
RSYSTEMS,233.8,252.05,489.25,495.15
RTNINDIA,54.3,43.15,61.15,59.6
RTNPOWER,5.05,4.0,7.0,6.95
RUBYMILLS,684.3,200.95,241.3,253.75
RUCHIRA,142.65,126.0,150.15,151.9
RUPA,357.85,282.85,265.6,272.6
RUSHIL,653.45,437.4,308.35,299.0
RUSTOMJEE,,526.6,606.2,590.9
RVNL,33.95,71.95,138.3,170.15
SADHNANIQ,,,77.4,81.6
SAFARI,1580.3,1689.55,3671.8,3522.7
SAGARDEEP,32.0,29.7,26.2,24.95
SAGCEM,229.6,238.35,235.25,234.9
SAH,,,118.75,101.8
SAHYADRI,,,421.1,448.7
SAIL,82.25,88.35,96.95,96.35
SAKAR,239.8,243.05,352.45,326.0
SAKHTISUG,23.4,26.1,29.9,34.85
SAKSOFT,1139.75,129.2,318.55,336.65
SAKUMA,16.9,17.25,17.3,19.7
SALASAR,34.1,52.8,54.05,51.85
SALONA,277.35,265.15,261.95,263.7
SALZERELEC,274.0,265.4,408.2,378.85
SANDESH,780.65,1172.9,1084.2,1040.5
SANDHAR,240.05,227.6,387.5,402.4
SANGAMIND,317.75,235.6,345.15,340.6
SANGHVIMOV,262.9,346.5,744.25,706.4
SANGINITA,29.2,22.7,22.3,23.3
SANOFI,6042.1,5805.8,7115.9,7181.25
SANSERA,726.1,763.4,944.65,964.35
SAPPHIRE,1440.35,1326.0,1408.4,1471.75
SARDAEN,906.8,1117.25,241.75,211.5
SAREGAMA,401.7,389.95,392.3,410.5
SARLAPOLY,56.65,46.85,47.55,51.75
SASKEN,928.15,901.7,985.0,1055.9
SASTASUNDR,323.55,284.25,288.4,284.25
SATIA,139.35,137.25,130.55,133.1
SATIN,131.15,163.35,207.0,241.2
SATINDLTD,,67.5,114.85,117.75
SBCL,607.85,398.25,576.5,548.9
SBFC,,,86.85,85.9
SBGLP,,,316.45,331.6
SBICARD,958.65,792.4,840.3,839.0
SBIETFCON,81.11,76.12,84.79,86.9
SBIETFIT,287.54,301.15,330.22,349.67
SBIETFPB,212.5,221.7,233.87,240.57
SBIETFQLTY,153.17,149.68,169.16,176.29
SBILIFE,1295.0,1268.4,1320.55,1372.65
SBIN,572.15,612.4,569.55,598.8
SCHAEFFLER,3710.1,2752.25,3157.6,3314.4
SCHAND,190.75,179.05,293.5,274.55
SCHNEIDER,154.75,163.25,355.45,351.75
SCI,125.65,148.05,129.3,142.95
SDBL,98.7,115.4,319.8,323.5
SDL24BEES,108.82,110.37,115.59,115.99
SDL26BEES,108.28,109.89,114.75,115.1
SEAMECLTD,1126.6,891.7,638.0,633.1
SECURCRED,,121.35,20.1,18.55
SECURKLOUD,71.25,60.35,40.9,41.45
SELAN,303.85,238.85,348.25,394.4
SENCO,,,408.1,478.75
SEPC,9.05,11.55,14.3,13.15
SEQUENT,113.65,87.8,92.55,91.8
SESHAPAPER,287.05,283.85,320.85,382.35
SETF10GILT,203.4,205.78,217.37,218.7
SETFGOLD,44.08,49.03,52.02,51.53
SETFNIF50,184.84,188.64,202.48,210.27
SETFNIFBK,412.72,435.54,449.01,466.92
SETFNN50,475.57,444.45,471.73,484.08
SFL,3046.4,1291.85,1129.4,1112.9
SGL,25.55,18.2,14.45,14.75
SHAH,,,2.8,2.85
SHAHALLOYS,51.45,70.85,56.15,60.7
SHAILY,2034.95,1595.55,1737.65,1794.1
SHAKTIPUMP,556.1,403.0,857.4,858.5
SHALBY,139.2,157.5,244.85,238.3
SHALPAINTS,170.05,132.3,160.35,157.9
SHANKARA,787.95,660.3,905.65,776.3
SHANTI,22.5,21.2,16.1,16.05
SHANTIGEAR,311.15,337.75,492.15,484.9
SHARDACROP,499.95,504.3,449.7,439.4
SHARDAMOTR,847.6,737.5,1016.45,996.85
SHAREINDIA,1252.35,1210.85,1403.6,1341.0
SHARIABEES,405.92,416.15,431.99,451.25
SHILPAMED,388.1,286.35,370.5,357.6
SHIVALIK,896.55,744.9,767.05,728.65
SHIVAMAUTO,41.25,28.9,32.7,
SHIVAMILLS,128.5,94.05,72.85,74.5
SHIVATEX,160.55,122.4,155.15,145.6
SHK,154.25,143.35,163.85,161.4
SHOPERSTOP,747.75,703.4,724.6,707.35
SHREDIGCEM,72.95,70.9,97.3,91.5
SHREECEM,23912.6,23732.95,24139.35,26794.25
SHREEPUSHK,246.95,184.55,217.55,206.95
SHRENIK,2.1,1.6,0.95,1.1
SHREYAS,374.75,303.45,338.3,365.5
SHRIRAMFIN,,1349.65,1912.05,1922.25
SHRIRAMPPS,89.15,77.9,95.7,86.65
SHYAMCENT,26.15,22.05,20.35,20.35
SHYAMMETL,304.0,327.2,481.0,449.0
SHYAMTEL,,10.95,7.1,7.05
SIEMENS,3061.25,2837.45,3887.05,3810.85
SIGACHI,292.85,277.4,364.2,385.9
SILINV,341.45,348.85,323.1,339.15
SILLYMONKS,27.45,,19.7,
SILVER,58.24,71.42,76.18,73.38
SILVERBEES,56.22,68.67,73.55,70.73
SILVERETF,,,74.84,71.65
SILVERTUC,,353.9,458.8,571.8
SILVRETF,,,74.6,71.88
SIMBHALS,22.05,28.75,28.8,29.3
SINTERCOM,85.7,,126.2,129.15
SIRCA,608.6,672.8,418.25,400.5
SIS,449.35,389.8,465.25,434.45
SIYSIL,456.85,528.55,534.3,613.75
SJS,476.25,492.3,699.7,714.75
SJVN,32.45,35.05,63.25,75.35
SKFINDIA,4775.8,4577.2,5141.05,5177.9
SKIPPER,72.6,125.2,241.75,224.4
SKMEGGPROD,,141.4,508.35,444.65
SMARTLINK,141.55,141.1,174.55,173.85
SMCGLOBAL,84.4,78.85,78.1,79.6
SMLISUZU,805.85,852.75,1304.25,1218.1
SMSLIFE,689.6,629.55,519.3,523.45
SMSPHARMA,90.45,82.65,128.6,127.45
SNOWMAN,41.65,39.9,54.75,52.15
SOBHA,712.75,592.55,610.2,673.45
SOFTTECH,169.25,147.85,153.9,165.45
SOLARA,452.55,438.7,358.5,365.35
SOLARINDS,3557.35,4496.35,4753.35,4646.1
SOMANYCERA,620.0,474.65,719.2,691.3
SONACOMS,526.2,415.45,592.25,599.25
SONAMCLOCK,40.1,48.55,62.25,59.8
SONATSOFTW,572.8,577.3,1042.65,1087.8
SOTL,345.45,303.2,323.25,330.15
SOUTHBANK,10.4,20.4,23.25,24.6
SPAL,426.65,325.25,583.25,545.35
SPANDANA,,603.95,819.45,785.25
SPARC,225.5,210.2,250.35,239.95
SPCENET,20.45,,23.95,22.75
SPECIALITY,231.15,229.25,212.5,205.2
SPENCERS,81.2,66.0,61.4,68.5
SPIC,63.4,84.2,70.15,77.1
SPLIL,69.25,74.85,63.0,64.95
SPLPETRO,795.2,797.2,489.75,488.9
SPORTKING,883.25,726.4,857.15,799.8
SREEL,215.0,216.1,215.95,240.7
SRF,2820.75,2302.85,2384.05,2370.5
SRGHFL,,,257.75,270.4
SRHHYPOLTD,873.5,528.9,605.35,614.35
SSWL,862.8,163.9,249.45,271.05
STAR,329.35,366.2,438.15,493.95
STARCEMENT,107.05,113.75,161.15,163.1
STARHEALTH,712.5,583.5,636.4,647.55
STARPAPER,209.3,187.05,208.75,229.75
STCINDIA,87.65,94.1,115.5,124.5
